As of 4/14/2022 this ammo chart is no longer up to date and will not be updated anymore. Please use the new website: https://www.eft-ammo.com,,,,,,,,,,,,,,,,,
,,,,,,Effectiveness,Est. Avg. Shots Stopped By Armor Before Killing,,,,,,,,,,
,9x18pm_BZT_gzh,,44,8,26,17%,5,0,0,0,0,0,,,,,Lead Slug
,9x18pm_PBM,,39,8,26,16%,5,0,0,0,0,0,,,,,Dual Sabot Slug
,9x18pm_PMM,,59,8,26,17%,5,0,0,0,0,0,,,,,"Slug ""Poleva-3"""
9x19,9x19_RIP,,102,2,11,100%,1,0,0,0,0,0,,,,,FTX Custom Lite Slug
,9x19_luger_cci,,70,10,38,25%,5,1,0,0,0,0,,,,,"Slug ""Poleva-6u"" "
,9x19_PSO_gzh,,63,13,32,25%,6,2,0,0,0,0,,,,,Shell With .50 BMG (Tracer)
,9x19 Green Tracer,,58,16,33,15%,6,3,1,0,0,0,,,,,AP 20 Slug
,9x19_PST_gzh,,56,18,33,15%,6,5,1,0,0,0,,,,,5.6mm Buckshot
,9x19_AP_6.3,,52,25,48,5%,6,6,4,2,0,0,,,,,6.2mm Buckshot
7.62x25,762x25tt_LRNPC,,66,5,27,35%,2,0,0,0,0,0,,,,,7.5mm Buckshot
,762x25tt_LRN,,64,6,28,35%,3,0,0,0,0,0,,,,,7.3mm Buckshot
,762x25tt_FMJ43,,60,8,29,25%,4,0,0,0,0,0,,,,,Devastator Slug
,762x25tt_akbs,,58,9,32,25%,5,1,0,0,0,0,,,,,"Slug ""Poleva-3"""
,762x25tt_P_Gl,,58,10,32,25%,6,1,0,0,0,0,,,,,Star Slug
,762x25tt_T_Gzh,,60,12,34,17%,6,1,0,0,0,0,,,,,"Slug ""Poleva-6u"" "
,762x25tt_Pst_gzh,,50,19,36,20%,6,5,1,0,0,0,,,,,"""Star"" Flashbang Slug"
9x21,9x21_sp12,,72,10,63,35%,5,2,0,0,0,0,,,,,Shrapnel 25
,9x21_sp11,,66,12,44,30%,6,2,0,0,0,0,,,,,Shrapnel 10
,9x21_sp10,,45,28,46,20%,6,6,5,3,1,0,,,,,"""Barricade"" Slug"
,9x21_sp13,,58,30,47,20%,6,6,6,3,1,0,,,,,SP8
.366,366_TKM_Geksa,,77,14,38,45%,6,4,1,0,0,0,,,,,SP7
,366_TKM_FMJ,,71,20,36,25%,6,6,2,0,0,0,,,,,PSV
,366_TKM_EKO,,65,26,38,20%,6,6,4,2,0,0,,,,,P gzh
9x39,9x39_sp5,,68,30,52,20%,6,6,6,4,2,1,,,,,PSO gzh
,9x39_sp6,,58,38,60,10%,6,6,6,5,4,2,,,,,PS gs PPO
,9x39_7n9_SPP,,67,38,56,20%,6,6,6,5,4,2,,,,,PRS gs
,9x39_7n12_BP,,60,44,68,10%,6,6,6,6,5,4,,,,,PPE gzh
5.45x39,545x39_SP,,68,11,34,45%,6,1,0,0,0,0,,,,,PPT gzh
,545x39_HP,,73,11,32,35%,6,1,0,0,0,0,,,,,PST gzh
,545x39_US,,65,15,34,10%,6,4,0,0,0,0,,,,,RG028 gzh
,545x39_PRS,,60,14,34,30%,6,3,0,0,0,0,,,,,BZT gzh
,545x39_FMJ,,54,18,44,25%,6,5,1,0,0,0,,,,,PMM
,545x39_T,,57,20,38,16%,6,6,1,0,0,0,,,,,PBM
,545x39_PS,,50,23,47,40%,6,6,3,2,1,0,,,,,LRNPC
,545x39_PP,,46,27,50,17%,6,6,5,3,1,0,,,,,LRN
,545x39_BP,,42,32,38,16%,6,6,6,4,2,0,,,,,FMJ43
,545x39_BT,,44,33,52,16%,6,6,6,5,3,1,,,,,akbs
,545x39_BS,,40,50,57,17%,6,6,6,6,6,5,,,,,P Gl
,545x39_7n39,,37,62,60,2%,6,6,6,6,6,6,,,,,T Gzh (Tracer)
5.56x45,556x45_Warmage,,83,3,26,90%,2,0,0,0,0,0,,,,,Pst gzh
,556x45_55_HP,,72,9,38,70%,5,1,0,0,0,0,,,,,RIP
,556x45_MK_255_Mod_0,,60,17,32,3%,6,4,1,0,0,0,,,,,Quakemaker
,556x45_55_FMJ,,52,24,45,50%,6,6,3,2,1,0,,,,,PSO gzh
,556x45_M855,,50,26,40,40%,6,6,4,2,1,0,,,,,Luger CCI
,556x45_M856,,55,23,38,33%,6,6,3,2,1,0,,,,,T Gzh (Tracer)
,556x45_M855A1,,57,31,42,34%,6,6,6,4,2,1,,,,,PST gzh
,556x45_M856A1,,56,34,45,33%,6,6,6,5,3,1,,,,,AP 6.3
,556x45_M995,,42,53,57,32%,6,6,6,6,6,5,,,,,PBP
7.62x39,762x39_HP,,76,15,45,26%,6,4,1,1,0,0,,,,,RIP
,762x39_US,,68,19,41,8%,6,5,1,1,0,0,,,,,Hydroshok
,762x39_T45M,,58,26,48,12%,6,6,5,2,1,0,,,,,Lasermatch (Tracer)
,762x39_PS,,57,33,50,25%,6,6,6,5,3,2,,,,,ACP
,762x39_BP,,50,45,65,12%,6,6,6,6,5,4,,,,,ACP AP
7.62x51,762x51_M80,,80,45,66,17%,6,6,6,6,5,4,,,,,PE Gzh
,762x51_M62,,79,54,75,14%,6,6,6,6,6,5,,,,,P Gzh
,762x51_M61,,70,68,83,13%,6,6,6,6,6,6,,,,,PS Gzh
7.62x54,762х54R_LPS_Gzh,,81,42,78,18%,6,6,6,6,4,4,,,,,BT (Tracer)
,762х54R_7N1,,86,45,84,8%,6,6,6,6,5,4,,,,,r37f
,762х54R_SNB,,75,62,87,8%,6,6,6,6,6,6,,,,,ss198lf
4.6x30,Action SX,,65,13,39,50%,6,2,1,0,0,0,,,,,r37x
,FMJ SX,,43,30,41,20%,6,6,6,3,1,1,,,,,ss197sr
,Subsonic SX,,41,34,46,20%,6,6,6,4,3,1,,,,,l191 (Tracer)
,AP SX,,35,46,46,10%,6,6,6,6,5,4,,,,,sb193
,,,,,,,,,,,,,,,,,ss190
,,,,,,,,,,,,,,,,,Action SX
,,,,,,,,,,,,,,,,,Subsonic SX
,,,,,,,,,,,,,,,,,FMJ SX
,,,,,,,,,,,,,,,,,AP SX
,,,,,,,,,,,,,,,,,SP5
,,,,,,,,,,,,,,,,,SP6
,,,,,,,,,,,,,,,,,SPP
,,,,,,,,,,,,,,,,,BP
,,,,,,,,,,,,,,,,,Geksa
,,,,,,,,,,,,,,,,,FMJ
,,,,,,,,,,,,,,,,,EKO
,,,,,,,,,,,,,,,,,AP
,,,,,,,,,,,,,,,,,SP
,,,,,,,,,,,,,,,,,HP
,,,,,,,,,,,,,,,,,PRS
,,,,,,,,,,,,,,,,,US
,,,,,,,,,,,,,,,,,FMJ
,,,,,,,,,,,,,,,,,T (Tracer)
,,,,,,,,,,,,,,,,,PS
,,,,,,,,,,,,,,,,,PP
,,,,,,,,,,,,,,,,,BP
,,,,,,,,,,,,,,,,,BT (Tracer)
,,,,,,,,,,,,,,,,,BS
,,,,,,,,,,,,,,,,,"PPBS ""Igolnik"""
,,,,,,,,,,,,,,,,,Warmageddon
,,,,,,,,,,,,,,,,,HP
,,,,,,,,,,,,,,,,,MK 255 Mod 0
,,,,,,,,,,,,,,,,,Mk318 SOST
,,,,,,,,,,,,,,,,,M856 (Tracer)
,,,,,,,,,,,,,,,,,FMJ
,,,,,,,,,,,,,,,,,M855
,,,,,,,,,,,,,,,,,M856A1 (Tracer)
,,,,,,,,,,,,,,,,,M855A1
,,,,,,,,,,,,,,,,,M995
,,,,,,,,,,,,,,,,,SSA AP
,,,,,,,,,,,,,,,,,HP
,,,,,,,,,,,,,,,,,US
,,,,,,,,,,,,,,,,,T45M1
,,,,,,,,,,,,,,,,,PS
,,,,,,,,,,,,,,,,,BP
,,,,,,,,,,,,,,,,,MAI AP
,,,,,,,,,,,,,,,,,BCP FMJ
,,,,,,,,,,,,,,,,,AP
,,,,,,,,,,,,,,,,,Ultra Nosler
,,,,,,,,,,,,,,,,,FMJ
,,,,,,,,,,,,,,,,,SP
,,,,,,,,,,,,,,,,,M80
,,,,,,,,,,,,,,,,,M62 (Tracer)
,,,,,,,,,,,,,,,,,M61
,,,,,,,,,,,,,,,,,M993
,,,,,,,,,,,,,,,,,T-46M (Tracer)
,,,,,,,,,,,,,,,,,LPS Gzh
,,,,,,,,,,,,,,,,,PS
,,,,,,,,,,,,,,,,,BT (Tracer)
,,,,,,,,,,,,,,,,,SNB
,,,,,,,,,,,,,,,,,BS
,,,,,,,,,,,,,,,,,ps12a
,,,,,,,,,,,,,,,,,ps12
,,,,,,,,,,,,,,,,,ps12b
,,,,,,,,,,,,,,,,,Tac-X
,,,,,,,,,,,,,,,,,UPZ
,,,,,,,,,,,,,,,,,FMJ
,,,,,,,,,,,,,,,,,AP
,,,,,,,,,,,,,,,,,30mm Grenade
,,,,,,,,,,,,,,,,,12.7x108mm
,,,,,,,,,,,,,,,,,12.7x108mm Tracer
,,,,,,,,,,,,,,,,,40mm Buckshot Grenade
